Title,Certificate,Duration,Genre,Rating,Description, Stars,Votes,Year
Light the Night,TV-MA,50 min,"Crime, Drama, Mystery",7.4,"In the red light district of 1980s Taipei, women at a popular Japanese night club navigate jealousy, heartbreak, friendship and love.","['Ruby Lin, ', 'Tony Yo-ning Yang, ', 'Rhydian Vaughan, ', 'Derek Chang']",1123,2021
Lilyhammer,TV-MA,45 min,"Comedy, Crime, Drama",7.9,A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.,"['Steven Van Zandt, ', 'Trond Fausa, ', 'Steinar Sagen, ', 'Marian Saastad Ottesen']",29675,2014
Limitless,TV-14,42 min,"Comedy, Crime, Drama",7.6,An average 28-year-old man who gains the ability to use the full extent of his brain's capabilities is hired by the F.B.I. as a consultant.,"['Jake McDorman, ', 'Jennifer Carpenter, ', 'Hill Harper, ', 'Mary Elizabeth Mastrantonio']",67426,2016
Line of Duty,TV-14,60 min,"Crime, Drama, Mystery",8.7,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","['Martin Compston, ', 'Vicky McClure, ', 'Adrian Dunbar, ', 'Craig Parkinson']",58387,2021
Little Britain,TV-MA,29 min,Comedy,7.7,"Matt Lucas and David Walliams, the creators of this character-comedy sketch show, delight in all that is mad, bad, quirky and generally bonkers about the people and places of Britain.","['Matt Lucas, ', 'David Walliams, ', 'Tom Baker, ', 'Paul Putner']",24385,2006
Little Things,TV-MA,16 min,"Comedy, Romance",8.2,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.","['Dhruv Sehgal, ', 'Mithila Palkar, ', 'Navni Parihar, ', 'Loveleen Mishra']",6804,2016
Little Town of Bethlehem,PG-13,75 min,Documentary,7.5,"""Little Town of Bethlehem"" shares the gripping story of three men, born into violence, willing to risk everything to bring an end to violence in their lifetime. A Christian, a Muslim, and a...                See full summary »","['Jim Hanon', '| ', '    Stars:', 'Sami Awad, ', ""Ahmad Al'Azzeh, "", 'Yonatan Shapira, ', 'Joel Dash']",36,2010
Littlest Pet Shop: A World of Our Own,TV-Y,11 min,"Animation, Comedy, Fantasy",6.8,Pets are visited to a new world used only by them.,"['Diana Kaarina, ', 'Lili Beaudoin, ', 'Ingrid Nilson, ', 'Travis Turner']",102,2017
Llama Llama,TV-Y,24 min,"Animation, Adventure, Family",6.1,"The adventures of Llama Llama and his mom, Mama Llama.","['Jennifer Garner, ', 'Islie Hirvonen, ', 'Brenden Sunderland, ', 'Evans Johnson']",274,2019
Locke & Key,TV-14,48 min,"Drama, Fantasy, Horror",7.3,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.","['Darby Stanchfield, ', 'Connor Jessup, ', 'Emilia Jones, ', 'Jackson Robert Scott']",84847,2022
LoliRock,TV-Y,26 min,"Animation, Action, Adventure",7.2,"LoliRock follows the journey of young Iris, a spirited teenage girl with a beautiful voice and an unending desire to help others. When Iris joins the girl group LoliRock, her life is ...                See full summary »","['Kazumi Evans, ', 'Kelly Sheridan, ', 'Vincent Tong, ', 'Ashleigh Ball']",472,2017
Long Shot,TV-14,40 min,"Documentary, Crime, Sport",7.4,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case around raw footage from the popular TV show Curb Your Enthusiasm (2000).","['Jacob LaMendola', '| ', '    Stars:', 'Tasha Boggs, ', 'Juan Catalan, ', 'Melissa Catalan, ', 'Miguel Catalan']",7990,2017
Longmire,TV-14,60 min,"Action, Crime, Drama",8.3,"Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.","['Robert Taylor, ', 'Katee Sackhoff, ', 'Lou Diamond Phillips, ', 'Cassidy Freeman']",35601,2017
Looking Glass,R,103 min,"Mystery, Thriller",4.6,"A couple buy a desert motel where they find that strange, mysterious events occur.","['Tim Hunter', '| ', '    Stars:', 'Nicolas Cage, ', 'Robin Tunney, ', 'Marc Blucas, ', 'Ernie Lively']",7037,2018
Loose Change 9/11: An American Coup,Unrated,99 min,"Documentary, History, War",7.1,"An exploration of the viewpoint that the September 11, 2001 attacks were planned by the United States government.","['Dylan Avery', '| ', '    Stars:', 'Osama bin Laden, ', 'Johnelle Bryant, ', 'George W. Bush, ', 'Laura Bush']",3642,2009
Lost in Space,TV-PG,60 min,"Adventure, Drama, Family",7.3,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.","['Molly Parker, ', 'Toby Stephens, ', 'Maxwell Jenkins, ', 'Taylor Russell']",99084,2021
Lost Song,TV-14,25 min,"Animation, Adventure, Drama",7,"Rin, a young girl blessed with the power of song goes through on a journey trying to get to the capital to sing, little does she know, there's another girl who also has the power of song named finis.","['Konomi Suzuki, ', 'Yukari Tamura, ', 'Cherami Leigh, ', 'Todd Haberkorn']",381,2018
Lost Tapes,TV-14,30 min,"Horror, Mystery, Sci-Fi",6.1,"Explores the possibility of hidden creatures through ""found footage"" videos and information provided by experts.","['Loren Coleman, ', 'Dallas Santana, ', 'Jessica Lynch Alfaro, ', 'Craig Stanford']",907,2008
Lou,R,107 min,"Action, Crime, Drama",5.9,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.","['Anna Foerster', '| ', '    Stars:', 'Allison Janney, ', 'Jurnee Smollett, ', 'Logan Marshall-Green, ', 'Ridley Asha Bateman']",880,2022
Louis C.K. 2017,TV-MA,74 min,Comedy,7.6,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers, and more in a live performance from Washington D.C.","['Louis C.K.', '| ', '    Stars:', 'Louis C.K., ', 'Joe List']",10306,2017
Love,TV-MA,50 min,"Comedy, Drama, Romance",7.7,"A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment, and other things they were hoping to avoid.","['Gillian Jacobs, ', 'Paul Rust, ', ""Claudia O'Doherty, "", 'Mike Mitchell']",42755,2018
Love & Anarchy,TV-MA,30 min,"Comedy, Drama, Romance",7.4,"When Sofie, a career-driven consultant and married mother of two, gets an assignment to modernize an old publishing house, she meets young IT tech Max and an unexpected flirting game begins.","['Ida Engvoll, ', 'Björn Mosten, ', 'Gizem Erdogan, ', 'Reine Brynolfsson']",9989,2020
Love 101,TV-14,40 min,"Comedy, Drama, Romance",7.5,"In 1990s Turkey, a group of teenage outcasts band together to make their beloved teacher fall in love so she'll have a reason to stay in town with them.","['Alina Boz, ', 'Mert Yazicioglu, ', 'Kubilay Aka, ', 'Selahattin Pasali']",14630,2021
Love Alarm,TV-MA,50 min,"Comedy, Drama, Romance",6.8,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.","['Kim So-Hyun, ', 'Song Kang, ', 'Ga-ram Jung, ', 'Go Min-Si']",5749,2021
Love and Monsters,PG-13,109 min,"Action, Adventure, Comedy",6.9,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.","['Michael Matthews', '| ', '    Stars:', ""Dylan O'Brien, "", 'Jessica Henwick, ', 'Michael Rooker, ', 'Dan Ewing']",126227,2020
Love Between Fairy and Devil,TV-PG,40 min,"Comedy, Fantasy, Romance",8.6,"A girl whose tribe was vanquished by Demon Lord, Qingcang was reborn. To gain freedom from a curse Dongfang must sacrifice Lanhua's soul. In the process, the heartless demon falls in love with the young fairy.","['Dylan Wang, ', 'Esther Yu, ', 'Haiqiao Xu, ', 'Xiaoting Guo']",365,2022
Love Is Blind,TV-MA,48 min,"Game-Show, Reality-TV, Romance",6.1,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.","['Nick Lachey, ', 'Vanessa Lachey, ', 'Danielle Ruhl, ', 'Deepti Vempati']",8099,2020
Love Is Blind: Brazil,TV-MA,60 min,"Reality-TV, Romance",6.2,"The dating experiment comes to Brazil as local singles look for true love and get engaged, all without meeting the other person face to face.","['Shayan Haghbin, ', 'Rodrigo Vaisemberg, ', 'Lissio Fiod, ', 'Heather Nichols']",459,2021
Love Is Blind: Japan,TV-PG,50 min,"Reality-TV, Romance",7.1,"In this reality dating series, marriage-minded singles in Japan meet, date and get engaged before ever setting eyes on each other.","['Esmée Ko, ', 'Takashi Fujii, ', 'Yuka Itaya']",578,2022
Love Island,TV-MA,42 min,"Game-Show, Reality-TV",4.9,U.S. version of the British show 'Love Island' where a group of singles come to stay in a villa for a few weeks and have to couple up with one another.,"['Matthew Hoffman, ', 'Iain Stirling, ', 'Zeta Morrison, ', 'Timmy Pandolfi']",977,2019
Love Island Australia,TV-MA,50 min,Reality-TV,5.4,Love Island Australia is an Australian dating reality show based on the British series Love Island.,"['Sophie Monk, ', 'Eoghan McDermott, ', 'Josh Moss, ', 'Erin Barnett']",652,2022
Love on the Spectrum,TV-14,45 min,"Documentary, Reality-TV, Romance",8.6,"A documentary series following young adults on the autism spectrum as they explore the unpredictable world of love, dating and relationships.","['Brooke Satchwell, ', 'Michael Theo, ', 'Mark Radburn, ', 'Ronan Soussa']",6066,2021
Love on the Spectrum U.S.,TV-14,40 min,"Documentary, Short, Comedy",8.2,It follows people on the autism spectrum as they navigate the world of dating and relationships.,"['Dani Bowman, ', 'Subodh Garg, ', 'Kaelynn Partlow, ', 'Abbey Lutes']",1327,2022
"Love, Death & Robots",TV-MA,15 min,"Animation, Short, Action",8.4,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","['Fred Tatasciore, ', 'Scott Whyte, ', 'Nolan North, ', 'Noshir Dalal']",165153,2019
Lovesick,TV-MA,24 min,Comedy,8,"After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.","['Johnny Flynn, ', 'Antonia Thomas, ', 'Daniel Ings, ', 'Joshua McGuire']",20266,2018
Lovestruck in the City,TV-14,30 min,"Drama, Romance",7.6,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.","['Ji Chang-Wook, ', 'Kim Ji-Won, ', 'Kim Min-Suk, ', 'Joo-yeon So']",2564,2020
Lovestruck: The Musical,Not Rated,83 min,"Comedy, Fantasy, Musical",6.2,A jaded woman who never fulfilled her dreams of a Broadway career pushes her daughter to have one. Daughter rebels and goes to Italy to get married. The mother drinks a potion that makes her young again and tries to sabotage the wedding.,"['Sanaa Hamri', '| ', '    Stars:', 'Jane Seymour, ', 'Sara Paxton, ', 'Chelsea Kane, ', 'Drew Seeley']",2451,2013
Lucas Lauriente: Todo lo que sería,TV-MA,74 min,Comedy,6.7,"Lucas Lauriente tell us how he met the greatest showman from Argentina, the legendary Hernán Caire. Also talks about how the experience of a parachute jump made him think in his male crush Maluma and Ricky Martin.","['Raúl Campos, ', 'Jan Suter', '| ', '    Star:', 'Lucas Lauriente']",112,2018
Luciano Mellera: Infantiloide,TV-14,66 min,Comedy,7.5,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,"['Raúl Campos, ', 'Jan Suter', '| ', '    Star:', 'Luciano Mellera']",1520,2018
Lucifer,TV-14,42 min,"Crime, Drama, Fantasy",8.1,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,"['Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']",318928,2021
Luck,Not Rated,141 min,"Action, Adventure, Drama",4.8,"An underworld kingpin recruits people endowed with 'Luck' from across the globe to take part in a series of challenges designed to test their 'Luck' factor, as gamblers around the world bet on them.","['Soham Shah', '| ', '    Stars:', 'Mithun Chakraborty, ', 'Sanjay Dutt, ', 'Imran Khan, ', 'Ravi Kishan']",2778,2009
Lucy,R,89 min,"Action, Sci-Fi, Thriller",6.4,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","['Luc Besson', '| ', '    Stars:', 'Scarlett Johansson, ', 'Morgan Freeman, ', 'Choi Min-sik, ', 'Amr Waked']",493047,2014
Ludik,TV-MA,60 min,"Crime, Drama",5.4,"To save a kidnapped family member, an enterprising furniture tycoon must use his secret diamond smuggling operation to transport guns across the border.","['Pieter Vorster, ', 'Vikash Mathura, ', 'Arnold Vosloo, ', 'Lea Vivier']",412,2022
Luis Miguel: The Series,TV-MA,60 min,"Biography, Drama, History",8,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.","['Diego Boneta, ', 'Gabriel Nuncio, ', 'César Bordón, ', 'Kevin Holt']",4729,2021
Luke Cage,TV-MA,55 min,"Action, Crime, Drama",7.3,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must confront his past and fight a battle for the heart of his city.","['Mike Colter, ', 'Simone Missick, ', 'Theo Rossi, ', 'Alfre Woodard']",130409,2018
Luna Petunia,TV-Y,22 min,"Animation, Family, Fantasy",6.3,Luna Petunia is a new animated Netflix original series for preschool kids developed by Saban Brands and Cirque du Soleil Média. Inspired by the Cirque du Soleil brand of creativity and ...                See full summary »,"['Neil Crone, ', 'Jonah Wineberg, ', 'Edward Glen, ', 'Katie Griffin']",55,2017
Lupin,TV-MA,45 min,"Action, Crime, Drama",7.5,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","['Omar Sy, ', 'Ludivine Sagnier, ', 'Hervé Pierre, ', 'Soufiane Guerrab']",105218,2021
Luther,TV-MA,60 min,"Crime, Drama, Mystery",8.4,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,"['Idris Elba, ', 'Dermot Crowley, ', 'Michael Smiley, ', 'Warren Brown']",136105,2019
Lynne Koplitz: Hormonal Beast,TV-MA,51 min,Comedy,6.3,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.","['Marcus Raboy', '| ', '    Star:', 'Lynne Koplitz']",446,2017
Macbeth,R,113 min,"Drama, History, War",6.6,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","['Justin Kurzel', '| ', '    Stars:', 'Michael Fassbender, ', 'Marion Cotillard, ', 'Jack Madigan, ', 'Frank Madigan']",56963,2015
Mad Men,TV-14,47 min,Drama,8.7,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","['Jon Hamm, ', 'Elisabeth Moss, ', 'Vincent Kartheiser, ', 'January Jones']",237030,2015
Madam Secretary,TV-PG,45 min,"Drama, Thriller",7.7,A political drama which looks into the life of the Secretary of State as she tries to balance work with family.,"['Téa Leoni, ', 'Tim Daly, ', 'Erich Bergen, ', 'Zeljko Ivanek']",23203,2019
